,0_back_negface,0_back_neutface,0_back_place,0_back_posface,2_back_negface,2_back_neutface,2_back_place,2_back_posface,cue,dummy,drift_1,drift_2,drift_3,constant,trial_type,idx
129.6,0.7735653759293969,0.0,0.0,0.0,0.0,-0.00451155045472939,0.0,0.0,-0.014822850953382807,0.0,-0.06097560975609778,-0.08006697953158431,0.008969116725338677,1.0,0_back_negface,162
130.4,0.769577613782321,0.0,0.0,0.0,0.0,-0.003164467776556074,0.0,0.0,-0.011326097037801844,0.0,-0.058265582655826764,-0.08039012639448928,0.008589317655574205,1.0,0_back_negface,163
131.20000000000002,0.7643800663830883,0.0,0.0,0.0,0.0,-0.0021574775398367023,0.0,0.0,-0.008499394719957032,0.0,-0.05555555555555569,-0.08069858476362582,0.008206951084866354,1.0,0_back_negface,164
132.0,0.7637178208819998,0.0,0.0,0.0,0.0,-0.001439582343735304,0.0,0.0,-0.006271652951889828,0.0,-0.052845528455284785,-0.08099235463899393,0.007822136431863774,1.0,0_back_negface,165
132.8,0.7623243086794592,0.0,0.0,0.0,0.0,-0.0009695922012929413,0.0,0.0,-0.004555467643319481,0.0,-0.05013550135501371,-0.08127143602059367,0.007434993115215019,1.0,0_back_negface,166
133.6,0.7585994915517766,0.0,0.0,0.0,0.0,-0.0006069451864259258,0.0,0.0,-0.0032603513432002133,0.0,-0.04742547425474275,-0.08153582890842498,0.007045640553568613,1.0,0_back_negface,167
134.4,0.758904816370687,0.0,0.0,0.0,0.0,-0.000358645077163906,0.0,0.0,-0.002301229327836128,0.0,-0.04471544715447173,-0.08178553330248789,0.006654198165572972,1.0,0_back_negface,168
135.20000000000002,0.7545452450089514,0.0,0.0,0.0,0.0,-0.00022753790355364652,0.0,0.0,-0.0016031292775362765,0.0,-0.042005420054200715,-0.0820205492027824,0.006260785369876759,1.0,0_back_negface,169
136.0,0.7221905988233919,0.0,0.0,0.0,0.0,-0.00010199856307508498,0.0,0.0,-0.0011030859384319072,0.0,-0.03929539295392975,-0.08224087660930848,0.005865521585128403,1.0,0_back_negface,170
136.8,0.6482999106967198,0.0,0.0,0.0,0.0,-1.8858665689548893e-05,0.0,0.0,-0.0007501961702411871,0.0,-0.03658536585365868,-0.0824465155220662,0.005468526229976456,1.0,0_back_negface,171
137.6,0.5385279194099967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005045847157408264,0.0,-0.033875338753387774,-0.08263746594105548,0.00506991872306943,1.0,0_back_negface,172
138.4,0.4103965018560841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002902203735629091,0.0,-0.0311653116531167,-0.08281372786627636,0.004669818483055879,1.0,0_back_negface,173
139.20000000000002,0.2826542492824785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00014379154996748105,0.0,-0.028455284552845683,-0.08297530129772876,0.004268344928584175,1.0,0_back_negface,174
140.0,0.1688524915089227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.644260222600112e-05,0.0,-0.02574525745257472,-0.08312218623541281,0.0038656174783030517,1.0,0_back_negface,175
140.8,0.07582248497078743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.023035230352303704,-0.0832543826793285,0.0034617555508610204,1.0,0_back_negface,176
223.20000000000002,0.0,3.420026943011473e-06,0.0,0.0,0.0,0.0,-0.03508333532061969,0.0,0.15563126715286998,0.0,0.25609756097560965,-0.01819904377905568,-0.0218260627976104,1.0,0_back_neutface,279
224.0,0.0,0.0016314567827049541,0.0,0.0,0.0,0.0,-0.02745166115134172,0.0,0.2939944194075467,0.0,0.25880758807588056,-0.016803636871057126,-0.021695884528854736,1.0,0_back_neutface,280
224.8,0.0,0.01890157615489881,0.0,0.0,0.0,0.0,-0.021083748198992863,0.0,0.43668619587712576,0.0,0.2615176151761516,-0.015393541469290062,-0.02155430177916512,1.0,0_back_neutface,281
225.60000000000002,0.0,0.075422623076742,0.0,0.0,0.0,0.0,-0.015901469067894927,0.0,0.537047381940402,0.0,0.2642276422764227,-0.013968757573754598,-0.02140119512989297,1.0,0_back_neutface,282
226.4,0.0,0.17519897021161163,0.0,0.0,0.0,0.0,-0.011809593632384756,0.0,0.5699375928986464,0.0,0.2669376693766936,-0.012529285184450734,-0.021236445162389816,1.0,0_back_neutface,283
227.20000000000002,0.0,0.2973747561357316,0.0,0.0,0.0,0.0,-0.008634203697890669,0.0,0.5389968875244886,0.0,0.2696476964769646,-0.01107512430137858,-0.021059932458006914,1.0,0_back_neutface,284
228.0,0.0,0.4255537524119246,0.0,0.0,0.0,0.0,-0.006195830884168584,0.0,0.46498122710514805,0.0,0.27235772357723553,-0.009606274924537805,-0.020871537598096235,1.0,0_back_neutface,285
228.8,0.0,0.5480767477671992,0.0,0.0,0.0,0.0,-0.004384187607909784,0.0,0.3716563018038615,0.0,0.27506775067750666,-0.008122737053928852,-0.020671141164008477,1.0,0_back_neutface,286
229.60000000000002,0.0,0.6490989649025392,0.0,0.0,0.0,0.0,-0.0030673226026807832,0.0,0.2774382888031653,0.0,0.2777777777777777,-0.006624510689551277,-0.020458623737095893,1.0,0_back_neutface,287
230.4,0.0,0.726525070190557,0.0,0.0,0.0,0.0,-0.002087837276647669,0.0,0.19312289612986633,0.0,0.2804878048780486,-0.005111595831405413,-0.02023386589870968,1.0,0_back_neutface,288
231.20000000000002,0.0,0.7866823642362792,0.0,0.0,0.0,0.0,-0.0013926979069224588,0.0,0.12313952229854576,0.0,0.2831978319783196,-0.0035839924794911493,-0.019996748230201034,1.0,0_back_neutface,289
232.0,0.0,0.8266314540860472,0.0,0.0,0.0,0.0,-0.0009343730416340359,0.0,0.06790808696838858,0.0,0.2859078590785906,-0.0020417006338084853,-0.019747151312921762,1.0,0_back_neutface,290
232.8,0.0,0.8492710883073135,0.0,0.0,0.0,0.0,-0.0005827120666187809,0.0,0.02592391891142326,0.0,0.28861788617886164,-0.00048472029435731034,-0.019484955728223396,1.0,0_back_neutface,291
233.60000000000002,0.0,0.8640525957029951,0.0,0.0,0.0,0.0,-0.0003421660431465944,0.0,-0.00489390169312099,0.0,0.29132791327913266,0.0010869485388621536,-0.019210042057457133,1.0,0_back_neutface,292
234.4,0.0,0.8690860402353653,0.0,0.0,0.0,0.0,-0.0002155156307742592,0.0,-0.0265428640630447,0.0,0.2940379403794037,0.0026733058658501285,-0.0189222908819745,1.0,0_back_neutface,293
235.20000000000002,0.0,0.864769516116356,0.0,0.0,0.0,0.0,-9.400228118475092e-05,0.0,-0.04073263375481618,0.0,0.2967479674796747,0.004274351686606281,-0.018621582783126978,1.0,0_back_neutface,294
236.0,0.0,0.8596278387534986,0.0,0.0,0.0,0.0,-1.3593183294277326e-05,0.0,-0.04890297547083947,0.0,0.2994579945799456,0.005890086001131056,-0.018307798342266368,1.0,0_back_neutface,295
236.8,0.0,0.8518201025148486,0.0,0.0,0.0,0.0,0.0,0.0,-0.05230415579831261,0.0,0.3021680216802166,0.007520508809424231,-0.017980818140743815,1.0,0_back_neutface,296
237.60000000000002,0.0,0.8388707891934172,0.0,0.0,0.0,0.0,0.0,0.0,-0.05205965838345335,0.0,0.30487804878048774,0.009165620111485806,-0.017640522759910904,1.0,0_back_neutface,297
238.4,0.0,0.8280476516131999,0.0,0.0,0.0,0.0,0.0,0.0,-0.04918890276086278,0.0,0.30758807588075865,0.010825419907315559,-0.017286792781118776,1.0,0_back_neutface,298
239.20000000000002,0.0,0.818310616386173,0.0,0.0,0.0,0.0,0.0,0.0,-0.04459858789825491,0.0,0.31029810298102967,0.012499908196914045,-0.016919508785719684,1.0,0_back_neutface,299
240.0,0.0,0.8054814090033487,0.0,0.0,0.0,0.0,0.0,0.0,-0.03906114880765333,0.0,0.3130081300813006,0.014189084980280708,-0.016538551355064324,1.0,0_back_neutface,300
240.8,0.0,0.7958815884776616,0.0,0.0,0.0,0.0,0.0,0.0,-0.033196432533020744,0.0,0.3157181571815717,0.015892950257415883,-0.016143801070504504,1.0,0_back_neutface,301
241.60000000000002,0.0,0.7898576778418391,0.0,0.0,0.0,0.0,0.0,0.0,-0.027465610545126015,0.0,0.3184281842818427,0.01761150402831957,-0.015735138513392033,1.0,0_back_neutface,302
242.4,0.0,0.7818499066212853,0.0,0.0,0.0,0.0,0.0,0.0,-0.022179345547741692,0.0,0.3211382113821136,0.019344746292991433,-0.015312444265077607,1.0,0_back_neutface,303
243.20000000000002,0.0,0.7765243921058418,0.0,0.0,0.0,0.0,0.0,0.0,-0.01751749915500839,0.0,0.32384823848238464,0.021092677051431807,-0.014875598906913368,1.0,0_back_neutface,304
244.0,0.0,0.7750993606320092,0.0,0.0,0.0,0.0,0.0,0.0,-0.0135555580808181,0.0,0.32655826558265566,0.02285529630364047,-0.014424483020250234,1.0,0_back_neutface,305
244.8,0.0,0.7711071620220318,0.0,0.0,0.0,0.0,0.0,0.0,-0.010292880397381406,0.0,0.3292682926829267,0.024632604049617868,-0.013958977186440458,1.0,0_back_neutface,306
245.60000000000002,0.0,0.7680898464555473,0.0,0.0,0.0,0.0,0.0,0.0,-0.007678951166478696,0.0,0.3319783197831977,0.026424600289363442,-0.013478961986834959,1.0,0_back_neutface,307
246.4,0.0,0.7687103967534206,0.0,0.0,0.0,0.0,0.0,0.0,-0.005635325472922797,0.0,0.3346883468834687,0.028231285022877417,-0.01298431800278499,1.0,0_back_neutface,308
247.20000000000002,0.0,0.7657885327428426,0.0,0.0,0.0,0.0,0.0,0.0,-0.004072320292629885,0.0,0.33739837398373973,0.030052658250159903,-0.012474925815642801,1.0,0_back_neutface,309
251.20000000000002,0.0,0.6179697984795784,1.5690056897320306e-06,0.0,0.0,0.0,0.0,0.0,0.14541223156307678,0.0,0.3509485094850947,0.039379851793098,-0.0097025621808422,1.0,0_back_place,314
252.0,0.0,0.5003865234235451,0.0013226757551378313,0.0,0.0,0.0,0.0,0.0,0.28169093037293097,0.0,0.3536585365853656,0.04128935598299077,-0.009102172983524892,1.0,0_back_place,315
252.8,0.0,0.37050010192265426,0.01696542358610327,0.0,0.0,0.0,0.0,0.0,0.4260551154774553,0.0,0.35636856368563674,0.04321354866665217,-0.008486199652575022,1.0,0_back_place,316
253.60000000000002,0.0,0.24584739552890103,0.07067678684632317,0.0,0.0,0.0,0.0,0.0,0.5312609044549769,0.0,0.35907859078590776,0.045152429844081854,-0.007854522769344396,1.0,0_back_place,317
254.4,0.0,0.13789968291407537,0.16828514113054105,0.0,0.0,0.0,0.0,0.0,0.5698325734827819,0.0,0.36178861788617867,0.04710599951527983,-0.007207022915184491,1.0,0_back_place,318
255.20000000000002,0.0,0.05164839438409066,0.28925085335143474,0.0,0.0,0.0,0.0,0.0,0.5433831315805454,0.0,0.3644986449864497,0.049074257680246425,-0.006543580671446669,1.0,0_back_place,319
256.0,0.0,-0.0127294909348355,0.41643458629460023,0.0,0.0,0.0,0.0,0.0,0.4719069977525773,0.0,0.3672086720867207,0.0510572043389812,-0.005864076619482295,1.0,0_back_place,320
256.8,0.0,-0.05771695365744958,0.5390361860128238,0.0,0.0,0.0,0.0,0.0,0.37935051656317864,0.0,0.3699186991869917,0.053054839491484596,-0.005168391340643064,1.0,0_back_place,321
257.6,0.0,-0.08674995090196785,0.6416770752286339,0.0,0.0,0.0,0.0,0.0,0.284708013496228,0.0,0.37262872628726273,0.05506716313775628,-0.00445640541628034,1.0,0_back_place,322
258.40000000000003,0.0,-0.10320975038618163,0.7211103015252585,0.0,0.0,0.0,0.0,0.0,0.19936753115422584,0.0,0.37533875338753375,0.057094175277796255,-0.0037279994277453765,1.0,0_back_place,323
259.2,0.0,-0.11014769892117562,0.783373181607714,0.0,0.0,0.0,0.0,0.0,0.12818400749813383,0.0,0.37804878048780466,0.05913587591160485,-0.0029830539563903136,1.0,0_back_place,324
260.0,0.0,-0.11009099773954929,0.8254618515914197,0.0,0.0,0.0,0.0,0.0,0.07181293471437258,0.0,0.3807588075880757,0.06119226503918174,-0.0022214495835658488,1.0,0_back_place,325
260.8,0.0,-0.10498755928492225,0.8493405332057047,0.0,0.0,0.0,0.0,0.0,0.02884368143559255,0.0,0.3834688346883467,0.06326334266052691,-0.0014430668906237898,1.0,0_back_place,326
261.6,0.0,-0.0965411289706676,0.8646892134967057,0.0,0.0,0.0,0.0,0.0,-0.00279066153667553,0.0,0.3861788617886178,0.06534910877564093,-0.0006477864589159443,1.0,0_back_place,327
262.40000000000003,0.0,-0.08613379977508537,0.8701100866478767,0.0,0.0,0.0,0.0,0.0,-0.025106184231100562,0.0,0.38888888888888884,0.06744956338452301,0.0001645111302067681,1.0,0_back_place,328
263.2,0.0,-0.07476152344377694,0.8651742120808852,0.0,0.0,0.0,0.0,0.0,-0.03983662035627048,0.0,0.39159891598915963,0.06956470648717339,0.0009939452953924288,1.0,0_back_place,329
264.0,0.0,-0.06332013651308468,0.8587478231209067,0.0,0.0,0.0,0.0,0.0,-0.048440495319776046,0.0,0.39430894308943065,0.07169453808359239,0.0018406354552898962,1.0,0_back_place,330
264.8,0.0,-0.052463921602409945,0.8502325210376103,0.0,0.0,0.0,0.0,0.0,-0.05218043449947125,0.0,0.3970189701897018,0.07383905817377978,0.0027047010285475848,1.0,0_back_place,331
265.6,0.0,-0.042519229788291014,0.8368410364411899,0.0,0.0,0.0,0.0,0.0,-0.0521887032591389,0.0,0.3997289972899728,0.07599826675773558,0.0035862614338139087,1.0,0_back_place,332
266.40000000000003,0.0,-0.033775820274233814,0.8257577865457217,0.0,0.0,0.0,0.0,0.0,-0.049493061361524655,0.0,0.4024390243902438,0.07817216383545977,0.0044854360897375045,1.0,0_back_place,333
267.2,0.0,-0.026356696966750887,0.8169476246102101,0.0,0.0,0.0,0.0,0.0,-0.045009965838582744,0.0,0.4051490514905147,0.08036074940695226,0.0054023444149666755,1.0,0_back_place,334
268.0,0.0,-0.020176949704609863,0.8055972495959961,0.0,0.0,0.0,0.0,0.0,-0.03952338768086434,0.0,0.40785907859078574,0.08256402347221325,0.006337105828150391,1.0,0_back_place,335
268.8,0.0,-0.01517542036900401,0.7971209222400869,0.0,0.0,0.0,0.0,0.0,-0.03366579613995727,0.0,0.41056910569105676,0.08478198603124265,0.007289839747936733,1.0,0_back_place,336
269.6,0.0,-0.011249976408680404,0.7919851415020495,0.0,0.0,0.0,0.0,0.0,-0.02791093675815104,0.0,0.4132791327913278,0.08701463708404045,0.008260665592974559,1.0,0_back_place,337
270.40000000000003,0.0,-0.008195594562762925,0.7834801873263844,0.0,0.0,0.0,0.0,0.0,-0.022580912409770858,0.0,0.4159891598915988,0.08926197663060664,0.009249702781912172,1.0,0_back_place,338
271.2,0.0,-0.005865742092475441,0.7759605992023287,0.0,0.0,0.0,0.0,0.0,-0.017865132378377165,0.0,0.4186991869918697,0.09152400467094124,0.010257070733397877,1.0,0_back_place,339
272.0,0.0,-0.004148486391301427,0.7725465869677761,0.0,0.0,0.0,0.0,0.0,-0.013846390025659589,0.0,0.4214092140921407,0.09380072120504424,0.011282888866080865,1.0,0_back_place,340
272.8,0.0,-0.0028865918662852857,0.7669946629473879,0.0,0.0,0.0,0.0,0.0,-0.010529122358948989,0.0,0.42411924119241173,0.09609212623291563,0.012327276598609216,1.0,0_back_place,341
273.6,0.0,-0.0019584744827437326,0.7622059023017042,0.0,0.0,0.0,0.0,0.0,-0.007865930393764164,0.0,0.42682926829268286,0.09839821975455554,0.013390353349631567,1.0,0_back_place,342
274.40000000000003,0.0,-0.0013114338038188195,0.7620603695475465,0.0,0.0,0.0,0.0,0.0,-0.005779918178489797,0.0,0.4295392953929539,0.10071900176996385,0.014472238537796112,1.0,0_back_place,343
275.2,0.0,-0.0008672728001614018,0.7598995892858416,0.0,0.0,0.0,0.0,0.0,-0.004181812386606936,0.0,0.4322493224932247,0.10305447227914022,0.015573051581751818,1.0,0_back_place,344
276.0,0.0,-0.0005366617335259551,0.7570053874892664,0.0,0.0,0.0,0.0,0.0,-0.0029818872468263106,0.0,0.4349593495934958,0.10540463128208544,0.01669291190014688,1.0,0_back_place,345
276.8,0.0,-0.0003166963782550291,0.7582138083239829,0.0,0.0,0.0,0.0,0.0,-0.002097373789345004,0.0,0.4376693766937668,0.10776947877879883,0.017831938911630374,1.0,0_back_place,346
37.6,0.0,0.0,0.0,5.389110223737723e-12,0.6534900759592875,0.0,0.0,0.0,0.10406965191870364,-7.332953624522677e-05,-0.37262872628726307,0.05506716313775531,0.004456405416281162,1.0,0_back_posface,47
38.400000000000006,0.0,0.0,0.0,0.0002873611275530859,0.5453705525322223,0.0,0.0,0.0,0.22641854079212592,0.0,-0.36991869918699205,0.05305483949148355,0.005168391340643955,1.0,0_back_posface,48
39.2,0.0,0.0,0.0,0.008152486787364842,0.4178001885576375,0.0,0.0,0.0,0.3734118215354123,0.0,-0.36720867208672103,0.05105720433898031,0.005864076619483087,1.0,0_back_posface,49
40.0,0.0,0.0,0.0,0.045838265148444524,0.28965247034091307,0.0,0.0,0.0,0.49831475109895956,0.0,-0.36449864498645007,0.049074257680245516,0.006543580671447232,1.0,0_back_posface,50
40.800000000000004,0.0,0.0,0.0,0.1293500523631304,0.17484209536133047,0.0,0.0,0.0,0.563483963445986,0.0,-0.36178861788617905,0.04710599951527898,0.00720702291518522,1.0,0_back_posface,51
41.6,0.0,0.0,0.0,0.24524153521153633,0.08056067624849843,0.0,0.0,0.0,0.560046365847102,0.0,-0.3590785907859081,0.045152429844080896,0.00785452276934517,1.0,0_back_posface,52
42.400000000000006,0.0,0.0,0.0,0.37236866205244024,0.008498245867025949,0.0,0.0,0.0,0.5028002071659559,0.0,-0.3563685636856371,0.043213548666651336,0.008486199652575565,1.0,0_back_posface,53
43.2,0.0,0.0,0.0,0.49910557825068036,-0.043119545132125583,0.0,0.0,0.0,0.4156344598465355,0.0,-0.35365853658536606,0.041289355982990064,0.00910217298352535,1.0,0_back_posface,54
44.0,0.0,0.0,0.0,0.610204775958419,-0.07754744523116894,0.0,0.0,0.0,0.3200285587139085,0.0,-0.35094850948509504,0.03937985179309714,0.009702562180842776,1.0,0_back_posface,55
44.800000000000004,0.0,0.0,0.0,0.6963256225838034,-0.09819553758357194,0.0,0.0,0.0,0.23027456963025578,0.0,-0.348238482384824,0.037485036096972686,0.010287486663176394,1.0,0_back_posface,56
45.6,0.0,0.0,0.0,0.7633052612090878,-0.10830194553945262,0.0,0.0,0.0,0.15345961894425136,0.0,-0.34552845528455306,0.035604908894616746,0.010857065849174563,1.0,0_back_posface,57
46.400000000000006,0.0,0.0,0.0,0.8122271265020643,-0.11057203821699477,0.0,0.0,0.0,0.09155322797485763,0.0,-0.34281842818428204,0.033739470186029054,0.01141141915748617,1.0,0_back_posface,58
47.2,0.0,0.0,0.0,0.8415452646466768,-0.10711611752823046,0.0,0.0,0.0,0.04372121582686086,0.0,-0.3401084010840111,0.031888719971209865,0.01195066600675943,1.0,0_back_posface,59
48.0,0.0,0.0,0.0,0.860116182581688,-0.09974622282840048,0.0,0.0,0.0,0.008028720278553735,0.0,-0.33739837398374006,0.030052658250159035,0.012474925815643002,1.0,0_back_posface,60
48.800000000000004,0.0,0.0,0.0,0.8710143472326198,-0.08994458533887478,0.0,0.0,0.0,-0.017607031778696162,0.0,-0.33468834688346905,0.02823128502287667,0.012984318002785291,1.0,0_back_posface,61
49.6,0.0,0.0,0.0,0.8709055925723931,-0.0788351632415931,0.0,0.0,0.0,-0.03503461708991402,0.0,-0.33197831978319803,0.02642460028936265,0.013478961986835,1.0,0_back_posface,62
50.400000000000006,0.0,0.0,0.0,0.8664775327847845,-0.06735775702687057,0.0,0.0,0.0,-0.04580903752894613,0.0,-0.329268292682927,0.024632604049616993,0.013958977186440687,1.0,0_back_posface,63
51.2,0.0,0.0,0.0,0.86097219159837,-0.05624449270946915,0.0,0.0,0.0,-0.05125782426006088,0.0,-0.326558265582656,0.022855296303639902,0.014424483020250399,1.0,0_back_posface,64
52.0,0.0,0.0,0.0,0.8488594781831267,-0.04595111785628996,0.0,0.0,0.0,-0.05255751083024638,0.0,-0.32384823848238503,0.0210926770514311,0.014875598906913368,1.0,0_back_posface,65
52.800000000000004,0.0,0.0,0.0,0.8349009403471777,-0.036764994224465206,0.0,0.0,0.0,-0.05077496277359912,0.0,-0.321138211382114,0.019344746292990662,0.015312444265077767,1.0,0_back_posface,66
53.6,0.0,0.0,0.0,0.8244415536661148,-0.02886459327267909,0.0,0.0,0.0,-0.04687106759027651,0.0,-0.31842818428184305,0.01761150402831873,0.01573513851339196,1.0,0_back_posface,67
54.400000000000006,0.0,0.0,0.0,0.8122605941592671,-0.022258518177248717,0.0,0.0,0.0,-0.04168279110827587,0.0,-0.31571815718157203,0.015892950257415214,0.016143801070504615,1.0,0_back_posface,68
55.2,0.0,0.0,0.0,0.8006491117917199,-0.01684532295742921,0.0,0.0,0.0,-0.035901785434026515,0.0,-0.313008130081301,0.014189084980280032,0.016538551355064268,1.0,0_back_posface,69
56.0,0.0,0.0,0.0,0.7944676029136122,-0.012540407167799547,0.0,0.0,0.0,-0.030062037811680722,0.0,-0.31029810298103,0.012499908196913209,0.01691950878571957,1.0,0_back_posface,70
56.800000000000004,0.0,0.0,0.0,0.7875783396376961,-0.009207885073107705,0.0,0.0,0.0,-0.024541594940521938,0.0,-0.307588075880759,0.01082541990731491,0.01728679278111879,1.0,0_back_posface,71
57.6,0.0,0.0,0.0,0.7801325983911894,-0.006628918911214498,0.0,0.0,0.0,-0.01957749002961048,0.0,-0.304878048780488,0.009165620111485012,0.017640522759910588,1.0,0_back_posface,72
58.400000000000006,0.0,0.0,0.0,0.7775725214261876,-0.004695251506720409,0.0,0.0,0.0,-0.015289719409334317,0.0,-0.302168021680217,0.007520508809423419,0.01798081814074352,1.0,0_back_posface,73
59.2,0.0,0.0,0.0,0.7741908216886285,-0.003304972995151298,0.0,0.0,0.0,-0.011709207572224467,0.0,-0.29945799457994604,0.00589008600113039,0.018307798342265938,1.0,0_back_posface,74
60.0,0.0,0.0,0.0,0.7685228710195735,-0.0022584598216434885,0.0,0.0,0.0,-0.00880535885335611,0.0,-0.296747967479675,0.0042743516866057055,0.018621582783126533,1.0,0_back_posface,75
